STL loaded: 61329 triangles
Dimensions: X[-0.475..1.102] Y[-0.390..0.343] Z[-0.503..0.779] m

=============================================================
    TURBO MONSTER 1.3L TRIPLE тАФ COMBAT SIMULATION
    2-Stroke | Turbo | Direct Injection | ALS Active
=============================================================
Time(s) | RPM   | Boost | EGT(C) | Wf(g/s) | Power(kW) | Torque(Nm) | Mode
-----------------------------------------------------------------
   0.0 |     1 | 1.01 |  227 |    0.06 |      0.0 |      0.0 | G0   0km/h | OFF
  18.9 | 12500 | 1.27 |  526 |   16.39 |    111.4 |     82.8 | G4 584km/h | ALS-SPOOL
  19.0 | 12499 | 1.27 |  468 |    4.11 |      2.3 |      0.0 | G4 584km/h | ALS-SPOOL
  19.1 | 12498 | 1.27 |  466 |    7.60 |      2.5 |      0.0 | G4 584km/h | ALS-SPOOL
  19.2 | 12498 | 1.27 |  465 |   10.16 |     19.3 |     12.7 | G4 584km/h | ALS-SPOOL
  19.3 | 12497 | 1.27 |  465 |   12.03 |     36.7 |     25.9 | G4 584km/h | ALS-SPOOL
  19.4 | 12497 | 1.27 |  464 |   13.39 |     49.4 |     35.5 | G4 584km/h | ALS-SPOOL
  19.5 | 12498 | 1.27 |  464 |   14.39 |     58.7 |     42.6 | G4 584km/h | ALS-SPOOL
  19.6 | 12498 | 1.27 |  463 |   15.12 |     65.5 |     47.8 | G4 584km/h | ALS-SPOOL
  19.7 | 12498 | 1.27 |  463 |   15.65 |     70.5 |     51.6 | G4 584km/h | ALS-SPOOL
  19.8 | 12499 | 1.27 |  463 |   16.04 |     74.1 |     54.4 | G4 584km/h | ALS-SPOOL
  19.9 | 12500 | 1.27 |  525 |   16.32 |    110.6 |     82.2 | G4 584km/h | ALS-SPOOL
  20.0 | 12499 | 1.27 |  468 |    2.98 |      2.3 |      0.0 | G4 584km/h | ALS-SPOOL
  20.1 | 12498 | 1.27 |  464 |   14.96 |     64.0 |     46.7 | G4 584km/h | ALS-SPOOL
  20.2 | 12497 | 1.27 |  465 |   10.85 |     25.7 |     17.6 | G4 584km/h | ALS-SPOOL
  20.3 | 12499 | 1.27 |  463 |   15.23 |     66.5 |     48.6 | G4 584km/h | ALS-SPOOL
  20.4 | 12497 | 1.27 |  464 |   13.34 |     48.8 |     35.1 | G4 584km/h | ALS-SPOOL
  20.5 | 12500 | 1.27 |  463 |   15.33 |     67.5 |     49.3 | G4 584km/h | ALS-SPOOL
  20.6 | 12497 | 1.27 |  464 |   14.47 |     59.4 |     43.2 | G4 584km/h | ALS-SPOOL
  20.7 | 12499 | 1.27 |  468 |    5.40 |      2.4 |      0.0 | G4 584km/h | ALS-SPOOL
  20.8 | 12498 | 1.27 |  464 |   14.98 |     64.2 |     46.9 | G4 584km/h | ALS-SPOOL
